Item_Weight,Item_Fat_Content,Item_Visibility,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_PPU,Item_Cat,Outlet_Age,Item_ID
13.599999999999998,Low Fat,0.117818348,OUT049,Medium,Tier 1,Supermarket Type1,2527.3768,14.184823529411767,Non-Perishables,22,FD
21.35,Low Fat,0.069102831,OUT018,Medium,Tier 3,Supermarket Type2,6768.5228,12.174604215456673,Non-Perishables,12,FD
12.15,Regular,0.042277867,OUT013,High,Tier 3,Supermarket Type1,373.5138,10.411901234567901,Non-Perishables,34,FD
6.42,Low Fat,0.089498926,OUT010,Small,Tier 3,Grocery Store,358.2004,27.74146417445483,Perishables,23,FD
19.6,Low Fat,0.0,OUT045,Small,Tier 2,Supermarket Type1,2428.8384,7.821551020408163,Non-Perishables,19,NC
10.0,Low Fat,0.025879577,OUT045,Small,Tier 2,Supermarket Type1,5815.0972,26.52226,Non-Perishables,19,FD
15.849999999999998,Regular,0.121632721,OUT046,Small,Tier 1,Supermarket Type1,2576.646,3.824731861198739,Non-Perishables,24,FD
10.195000000000002,Regular,0.255394896,OUT019,Small,Tier 1,Grocery Store,780.3176,19.31136831780284,Perishables,36,FD
7.39,Low Fat,0.067779712,OUT046,Small,Tier 1,Supermarket Type1,3134.5864,19.469715832205686,Non-Perishables,24,NC
10.195,Low Fat,0.159803853,OUT013,High,Tier 3,Supermarket Type1,850.8924,13.880863168219715,Non-Perishables,34,FD
9.895,Regular,0.028696932,OUT013,High,Tier 3,Supermarket Type1,810.9444,11.82912582112178,Non-Perishables,34,FD
10.895,Low Fat,0.065041581,OUT017,Small,Tier 2,Supermarket Type1,3121.2704,18.02472693896283,Perishables,14,FD
12.150000000000002,Low Fat,0.028760013,OUT017,Small,Tier 2,Supermarket Type1,4815.0656,12.466732510288063,Non-Perishables,14,NC
7.905,Low Fat,0.010053105,OUT018,Medium,Tier 3,Supermarket Type2,6258.52,31.50421252371916,Non-Perishables,12,FD
9.195,Low Fat,0.048157338,OUT045,Small,Tier 2,Supermarket Type1,2117.244,11.545644371941272,Non-Perishables,19,NC
8.365,Low Fat,0.071958197,OUT049,Medium,Tier 1,Supermarket Type1,796.9626,4.548786610878661,Non-Perishables,22,DR
15.099999999999998,Low Fat,0.173481304,OUT046,Small,Tier 1,Supermarket Type1,4910.275,12.88152317880795,Non-Perishables,24,FD
5.9399999999999995,Low Fat,0.061082177,OUT019,Small,Tier 1,Grocery Store,892.172,30.30882154882155,Non-Perishables,36,FD
10.0,Low Fat,0.0,OUT018,Medium,Tier 3,Supermarket Type2,3185.1872,24.69144,Perishables,12,FD
7.97,Regular,0.040071131,OUT045,Small,Tier 2,Supermarket Type1,1062.6168,10.960025094102885,Perishables,19,FD
6.215,Low Fat,0.012090074,OUT027,Medium,Tier 3,Supermarket Type3,484.7024,6.1600643604183425,Perishables,36,FD
15.5,Regular,0.15028599,OUT019,Small,Tier 1,Grocery Store,147.8076,3.294787096774194,Non-Perishables,36,FD
17.5,Low Fat,0.026015519,OUT027,Medium,Tier 3,Supermarket Type3,2543.356,14.619177142857144,Non-Perishables,36,FD
17.7,Low Fat,0.195068226,OUT010,Small,Tier 3,Grocery Store,184.4266,10.476079096045199,Non-Perishables,23,FD
19.35,Low Fat,0.033082215,OUT035,Small,Tier 2,Supermarket Type1,4865.6664,8.918542635658914,Perishables,17,FD
13.650000000000002,Regular,0.078946455,OUT045,Small,Tier 2,Supermarket Type1,1118.544,13.628131868131867,Perishables,19,FD
17.6,Low Fat,0.041700756,OUT045,Small,Tier 2,Supermarket Type1,2302.3364,9.366624999999999,Non-Perishables,19,DR
8.645,Low Fat,0.143422643,OUT046,Small,Tier 1,Supermarket Type1,2027.361,11.086292654713708,Non-Perishables,24,NC
15.599999999999998,Regular,0.105296072,OUT046,Small,Tier 1,Supermarket Type1,3435.528,10.908743589743592,Non-Perishables,24,FD
15.849999999999998,Regular,0.121531501,OUT013,High,Tier 3,Supermarket Type1,599.22,3.73640378548896,Non-Perishables,34,FD
18.25,Low Fat,0.0,OUT045,Small,Tier 2,Supermarket Type1,4604.6728,9.027539726027397,Non-Perishables,19,FD
7.8549999999999995,Low Fat,0.011324862,OUT017,Small,Tier 2,Supermarket Type1,2285.0256,24.13988542329726,Non-Perishables,14,FD
7.825000000000001,Low Fat,0.186357148,OUT049,Medium,Tier 1,Supermarket Type1,5580.7356,32.507322683706064,Non-Perishables,22,NC
8.39,Regular,0.024205661,OUT046,Small,Tier 1,Supermarket Type1,2290.352,13.589702026221692,Non-Perishables,24,FD
12.849999999999998,Low Fat,0.033230816,OUT049,Medium,Tier 1,Supermarket Type1,1207.0954,13.411844357976655,Non-Perishables,22,FD
13.349999999999998,Low Fat,0.113720344,OUT019,Small,Tier 1,Grocery Store,643.1628,6.740104868913859,Non-Perishables,36,FD
19.0,Low Fat,0.112556507,OUT017,Small,Tier 2,Supermarket Type1,1587.933,5.524326315789473,Non-Perishables,14,FD
5.905,Low Fat,0.0,OUT045,Small,Tier 2,Supermarket Type1,5305.0944,37.68765453005927,Non-Perishables,19,FD
7.76,Low Fat,0.059352241,OUT046,Small,Tier 1,Supermarket Type1,1697.79,13.12757731958763,Non-Perishables,24,FD
11.8,Regular,0.014087057,OUT046,Small,Tier 1,Supermarket Type1,1427.4752,15.28257627118644,Non-Perishables,24,FD
16.75,Low Fat,0.045230944,OUT018,Medium,Tier 3,Supermarket Type2,4693.89,11.221229850746269,Non-Perishables,12,FD
18.85,Low Fat,0.293417759,OUT019,Small,Tier 1,Grocery Store,583.2408,10.324328912466843,Non-Perishables,36,NC
12.599999999999998,Regular,0.031382044,OUT027,Medium,Tier 3,Supermarket Type3,3091.9752,13.601301587301588,Non-Perishables,36,FD
15.5,Regular,0.12639886,OUT017,Small,Tier 2,Supermarket Type1,2479.4392,11.419535483870968,Perishables,14,FD
6.055,Low Fat,0.025403898,OUT035,Small,Tier 2,Supermarket Type1,2716.464,26.58827415359207,Perishables,17,FD
20.199999999999996,Regular,0.039057677,OUT027,Medium,Tier 3,Supermarket Type3,3285.723,7.720940594059408,Perishables,36,FD
6.305,Regular,0.123115764,OUT046,Small,Tier 1,Supermarket Type1,661.8052,15.169484536082475,Non-Perishables,24,FD
20.85,Low Fat,0.039624006,OUT049,Medium,Tier 1,Supermarket Type1,1523.3504,5.6249784172661865,Perishables,22,FD
20.75,Low Fat,0.040421193,OUT010,Small,Tier 3,Grocery Store,369.519,5.887855421686747,Perishables,23,FD
8.895,Low Fat,0.105274111,OUT049,Medium,Tier 1,Supermarket Type1,690.4346,4.487217537942665,Perishables,22,DR
19.6,Low Fat,0.033970195,OUT045,Small,Tier 2,Supermarket Type1,1381.535,2.814357142857143,Non-Perishables,19,DR
19.699999999999996,Low Fat,0.053212652,OUT035,Small,Tier 2,Supermarket Type1,622.523,2.938730964467006,Perishables,17,FD
9.8,Low Fat,0.024378706,OUT035,Small,Tier 2,Supermarket Type1,1274.3412,11.68869387755102,Non-Perishables,17,NC
7.93,Low Fat,0.009714595,OUT019,Small,Tier 1,Grocery Store,487.3656,15.137629255989912,Non-Perishables,36,FD
12.150000000000002,Low Fat,0.131383762,OUT049,Medium,Tier 1,Supermarket Type1,1231.73,20.250699588477364,Non-Perishables,22,FD
8.75,Regular,0.07461309,OUT035,Small,Tier 2,Supermarket Type1,3755.112,21.423497142857144,Perishables,17,FD
12.150000000000002,Low Fat,0.028459761,OUT027,Medium,Tier 3,Supermarket Type3,4363.6532,12.343275720164607,Non-Perishables,36,NC
8.75,Regular,0.074627201,OUT046,Small,Tier 1,Supermarket Type1,1314.2892,21.46921142857143,Perishables,24,FD
13.3,Low Fat,0.063695084,OUT045,Small,Tier 2,Supermarket Type1,1805.6496,11.358706766917292,Non-Perishables,19,FD
20.6,Regular,0.045797829,OUT027,Medium,Tier 3,Supermarket Type3,2854.9504,8.66671844660194,Non-Perishables,36,FD
8.31,Regular,0.115857223,OUT049,Medium,Tier 1,Supermarket Type1,3896.2616,21.552683513838748,Non-Perishables,22,FD
16.75,Regular,0.024832806,OUT013,High,Tier 3,Supermarket Type1,667.7974,2.315355223880597,Non-Perishables,34,DR
19.75,Low Fat,0.034027909,OUT018,Medium,Tier 3,Supermarket Type2,3185.853,10.73874430379747,Non-Perishables,12,FD
17.1,Regular,0.0467696,OUT013,High,Tier 3,Supermarket Type1,2247.7408,8.256362573099414,Non-Perishables,34,FD
10.5,Regular,0.116576702,OUT013,High,Tier 3,Supermarket Type1,1794.331,15.535333333333334,Non-Perishables,34,FD
6.635,Regular,0.0,OUT045,Small,Tier 2,Supermarket Type1,2530.7058,18.283315749811607,Non-Perishables,19,FD
9.395,Low Fat,0.278974075,OUT019,Small,Tier 1,Grocery Store,679.116,23.988504523682813,Non-Perishables,36,DR
14.150000000000002,Low Fat,0.035913805,OUT013,High,Tier 3,Supermarket Type1,812.276,2.9267703180212012,Non-Perishables,34,DR
13.3,Low Fat,0.079806266,OUT046,Small,Tier 1,Supermarket Type1,699.09,17.48345864661654,Perishables,24,FD
8.89,Low Fat,0.005505481,OUT017,Small,Tier 2,Supermarket Type1,2732.4432,11.518740157480314,Non-Perishables,14,FD
6.6899999999999995,Regular,0.064625342,OUT019,Small,Tier 1,Grocery Store,176.437,26.447982062780273,Perishables,36,FD
6.195,Low Fat,0.071636937,OUT027,Medium,Tier 3,Supermarket Type3,4097.3332,19.64645682001614,Non-Perishables,36,FD
9.1,Regular,0.0,OUT045,Small,Tier 2,Supermarket Type1,3151.8972,19.03356043956044,Perishables,19,FD
7.5,Low Fat,0.032677678,OUT049,Medium,Tier 1,Supermarket Type1,5942.265,31.878746666666665,Non-Perishables,22,FD
16.85,Regular,0.160760054,OUT017,Small,Tier 2,Supermarket Type1,4843.695,11.421234421364984,Non-Perishables,14,FD
7.485,Low Fat,0.06911065,OUT035,Small,Tier 2,Supermarket Type1,2542.0244,14.565504342017368,Non-Perishables,17,FD
11.599999999999998,Low Fat,0.041177505,OUT017,Small,Tier 2,Supermarket Type1,2552.6772,12.096155172413797,Non-Perishables,14,DR
11.650000000000002,Low Fat,0.040081193,OUT018,Medium,Tier 3,Supermarket Type2,1141.847,19.490935622317593,Non-Perishables,12,FD
13.0,Low Fat,0.035307322,OUT017,Small,Tier 2,Supermarket Type1,680.4476,3.6541076923076923,Non-Perishables,14,NC
12.65,Low Fat,0.063017847,OUT045,Small,Tier 2,Supermarket Type1,2085.9514,12.573739130434781,Non-Perishables,19,DR
20.25,Regular,0.171938781,OUT010,Small,Tier 3,Grocery Store,186.424,4.568493827160494,Non-Perishables,23,FD
8.6,Regular,0.040197932,OUT035,Small,Tier 2,Supermarket Type1,3036.048,22.11081395348837,Non-Perishables,17,FD
12.599999999999998,Low Fat,0.049058014,OUT017,Small,Tier 2,Supermarket Type1,866.8716,4.97773015873016,Perishables,14,FD
17.7,Low Fat,0.01161096,OUT035,Small,Tier 2,Supermarket Type1,868.869,5.36954802259887,Non-Perishables,17,FD
14.150000000000002,Low Fat,0.183507295,OUT046,Small,Tier 1,Supermarket Type1,1137.1864,5.825272084805652,Non-Perishables,24,DR
19.25,Low Fat,0.102349519,OUT017,Small,Tier 2,Supermarket Type1,928.1252,2.7426285714285714,Perishables,14,FD
8.88,Low Fat,0.086708987,OUT013,High,Tier 3,Supermarket Type1,762.341,17.091013513513513,Non-Perishables,34,DR
20.5,Low Fat,0.032835147,OUT045,Small,Tier 2,Supermarket Type1,707.0796,1.9649853658536587,Non-Perishables,19,NC
12.0,Low Fat,0.033809913,OUT027,Medium,Tier 3,Supermarket Type3,7968.2944,15.0498,Non-Perishables,36,FD
13.5,Low Fat,0.07266912,OUT046,Small,Tier 1,Supermarket Type1,1438.128,11.873481481481482,Non-Perishables,24,NC
12.150000000000002,Low Fat,0.144338493,OUT027,Medium,Tier 3,Supermarket Type3,6976.2524,18.47246090534979,Non-Perishables,36,NC
8.89,Low Fat,0.009163216,OUT010,Small,Tier 3,Grocery Store,101.2016,11.44,Non-Perishables,23,FD
7.8549999999999995,Low Fat,0.011307038,OUT018,Medium,Tier 3,Supermarket Type2,952.094,23.99984723106302,Non-Perishables,12,FD
7.235,Low Fat,0.076855628,OUT046,Small,Tier 1,Supermarket Type1,1969.4364,16.03997235659986,Non-Perishables,24,NC
18.25,Low Fat,0.059956876,OUT027,Medium,Tier 3,Supermarket Type3,5262.4832,9.065895890410959,Non-Perishables,36,FD
6.92,Low Fat,0.038532062,OUT045,Small,Tier 2,Supermarket Type1,1314.2892,8.755086705202313,Perishables,19,FD
9.3,Low Fat,0.043209581,OUT017,Small,Tier 2,Supermarket Type1,535.3032,9.765290322580645,Perishables,14,FD
18.5,Low Fat,0.056816465,OUT010,Small,Tier 3,Grocery Store,263.6568,7.142075675675676,Non-Perishables,23,NC
8.02,Low Fat,0.019866705,OUT035,Small,Tier 2,Supermarket Type1,1402.1748,19.27645885286783,Non-Perishables,17,NC
9.195,Low Fat,0.048331717,OUT017,Small,Tier 2,Supermarket Type1,1693.7952,11.43688961392061,Non-Perishables,14,NC
12.8,Low Fat,0.091221855,OUT045,Small,Tier 2,Supermarket Type1,2143.876,8.249515624999999,Non-Perishables,19,NC
16.6,Low Fat,0.027622076,OUT049,Medium,Tier 1,Supermarket Type1,2676.516,10.700867469879517,Non-Perishables,22,NC
14.0,Regular,0.0,OUT035,Small,Tier 2,Supermarket Type1,905.488,3.7902857142857145,Non-Perishables,17,FD
18.6,Low Fat,0.039355947,OUT049,Medium,Tier 1,Supermarket Type1,7370.406,13.246247311827956,Non-Perishables,22,FD
16.0,Low Fat,0.060836524,OUT035,Small,Tier 2,Supermarket Type1,6301.1312,14.177525,Non-Perishables,17,FD
17.6,Low Fat,0.082316506,OUT035,Small,Tier 2,Supermarket Type1,1597.92,9.130227272727272,Non-Perishables,17,NC
21.25,Low Fat,0.155350299,OUT035,Small,Tier 2,Supermarket Type1,529.311,8.387623529411764,Non-Perishables,17,FD
7.235,Low Fat,0.076841095,OUT035,Small,Tier 2,Supermarket Type1,1969.4364,16.24729785763649,Non-Perishables,17,NC
14.599999999999998,Low Fat,0.151419185,OUT017,Small,Tier 2,Supermarket Type1,1034.6532,3.4499452054794526,Non-Perishables,14,DR
13.849999999999998,Regular,0.026001976,OUT018,Medium,Tier 3,Supermarket Type2,1794.331,11.66216606498195,Non-Perishables,12,FD
13.650000000000002,Regular,0.073209447,OUT018,Medium,Tier 3,Supermarket Type2,2768.3964,14.479311355311353,Non-Perishables,12,FD
9.5,Low Fat,0.041683481,OUT027,Medium,Tier 3,Supermarket Type3,898.83,3.2936842105263158,Non-Perishables,36,DR
7.365,Low Fat,0.042560252,OUT046,Small,Tier 1,Supermarket Type1,3169.208,30.709029192124913,Perishables,24,FD
18.35,Low Fat,0.014081156,OUT018,Medium,Tier 3,Supermarket Type2,3589.9936,12.183901907356947,Non-Perishables,12,NC
5.464999999999999,Regular,0.0,OUT018,Medium,Tier 3,Supermarket Type2,262.3252,24.256651418115283,Non-Perishables,12,FD
18.6,Low Fat,0.152918384,OUT017,Small,Tier 2,Supermarket Type1,1910.1802,5.367516129032258,Perishables,14,FD
13.849999999999998,Low Fat,0.030969274,OUT017,Small,Tier 2,Supermarket Type1,1701.7848,10.17439711191336,Non-Perishables,14,DR
14.0,Regular,0.060376776,OUT013,High,Tier 3,Supermarket Type1,2471.4496,11.0404,Non-Perishables,34,FD
14.0,Regular,0.04192285,OUT013,High,Tier 3,Supermarket Type1,1331.6,3.911714285714286,Non-Perishables,34,FD
21.35,Low Fat,0.077367431,OUT027,Medium,Tier 3,Supermarket Type3,1808.9786,4.543765807962529,Perishables,36,FD
5.905,Low Fat,0.045838211,OUT018,Medium,Tier 3,Supermarket Type2,3315.684,37.68765453005927,Non-Perishables,12,FD
7.2700000000000005,Low Fat,0.071077939,OUT046,Small,Tier 1,Supermarket Type1,2618.5914,15.71551581843191,Non-Perishables,24,DR
6.155,Regular,0.094659871,OUT046,Small,Tier 1,Supermarket Type1,2769.728,34.858813972380176,Perishables,24,FD
19.5,Regular,0.077608838,OUT017,Small,Tier 2,Supermarket Type1,5375.0034,11.97414358974359,Non-Perishables,14,DR
15.2,Low Fat,0.021327477,OUT017,Small,Tier 2,Supermarket Type1,2838.9712,14.268578947368422,Non-Perishables,14,FD
12.15,Regular,0.042485444,OUT018,Medium,Tier 3,Supermarket Type2,1743.0644,10.288444444444444,Non-Perishables,12,FD
14.599999999999998,Low Fat,0.025578526,OUT027,Medium,Tier 3,Supermarket Type3,5555.4352,13.617013698630139,Non-Perishables,36,NC
12.599999999999998,Low Fat,0.0489808,OUT018,Medium,Tier 3,Supermarket Type2,619.194,4.914238095238097,Perishables,12,FD
14.5,Low Fat,0.019471688,OUT035,Small,Tier 2,Supermarket Type1,2120.573,11.366965517241379,Non-Perishables,17,NC
16.6,Low Fat,0.122918852,OUT017,Small,Tier 2,Supermarket Type1,3823.0236,10.426132530120482,Perishables,14,FD
11.8,Regular,0.057373797,OUT013,High,Tier 3,Supermarket Type1,1360.2294,12.833610169491525,Perishables,34,FD
13.099999999999998,Regular,0.044155597,OUT013,High,Tier 3,Supermarket Type1,3969.4996,13.651282442748093,Perishables,34,FD
17.7,Low Fat,0.291865402,OUT010,Small,Tier 3,Grocery Store,345.5502,6.507536723163843,Perishables,23,FD
17.85,Low Fat,0.0,OUT010,Small,Tier 3,Grocery Store,585.2382,11.012851540616245,Perishables,23,FD
12.3,Regular,0.064750025,OUT045,Small,Tier 2,Supermarket Type1,1010.6844,7.5349918699186995,Non-Perishables,19,FD
11.8,Low Fat,0.098312421,OUT010,Small,Tier 3,Grocery Store,161.1236,6.903542372881355,Non-Perishables,23,NC
9.395,Regular,0.191013663,OUT019,Small,Tier 1,Grocery Store,42.6112,4.482299095263438,Non-Perishables,36,DR
11.099999999999998,Low Fat,0.176573035,OUT045,Small,Tier 2,Supermarket Type1,3010.7476,14.185621621621623,Non-Perishables,19,FD
14.0,Regular,0.060134441,OUT027,Medium,Tier 3,Supermarket Type3,6024.1584,10.933257142857142,Non-Perishables,36,FD
11.3,Low Fat,0.007294652,OUT045,Small,Tier 2,Supermarket Type1,988.713,17.534743362831858,Perishables,19,FD
10.0,Low Fat,0.128478462,OUT019,Small,Tier 1,Grocery Store,239.688,11.7944,Non-Perishables,36,NC
5.75,Regular,0.075107656,OUT013,High,Tier 3,Supermarket Type1,1374.2112,19.620452173913044,Perishables,34,FD
6.215,Regular,0.049381406,OUT027,Medium,Tier 3,Supermarket Type3,4739.8302,36.493354786806115,Non-Perishables,36,FD
11.349999999999998,Regular,0.045165796,OUT018,Medium,Tier 3,Supermarket Type2,1012.016,8.810713656387666,Non-Perishables,12,FD
11.099999999999998,Regular,0.09415375,OUT019,Small,Tier 1,Grocery Store,657.8104,14.93266666666667,Perishables,36,FD
14.0,Low Fat,0.028907832,OUT049,Medium,Tier 1,Supermarket Type1,778.986,9.316500000000001,Non-Perishables,22,NC
19.75,Regular,0.018059621,OUT045,Small,Tier 2,Supermarket Type1,2336.958,9.102075949367087,Non-Perishables,19,FD
6.525,Low Fat,0.090436094,OUT049,Medium,Tier 1,Supermarket Type1,2233.0932,13.040337164750957,Non-Perishables,22,NC
10.3,Low Fat,0.146399712,OUT049,Medium,Tier 1,Supermarket Type1,1661.8368,10.09366990291262,Perishables,22,FD
5.78,Regular,0.074264356,OUT049,Medium,Tier 1,Supermarket Type1,4745.8224,45.80567474048443,Non-Perishables,22,FD
11.849999999999998,Regular,0.050186726,OUT045,Small,Tier 2,Supermarket Type1,3124.5994,13.852540084388188,Perishables,19,FD
16.35,Low Fat,0.020631654,OUT018,Medium,Tier 3,Supermarket Type2,467.3916,3.066201834862385,Perishables,12,FD
17.6,Low Fat,0.01561108,OUT027,Medium,Tier 3,Supermarket Type3,5070.7328,10.374863636363635,Non-Perishables,36,NC
10.5,Low Fat,0.041395445,OUT046,Small,Tier 1,Supermarket Type1,540.6296,3.5825142857142858,Perishables,24,FD
19.0,Regular,0.097313129,OUT046,Small,Tier 1,Supermarket Type1,992.7078,2.5300947368421056,Non-Perishables,24,FD
14.599999999999998,Low Fat,0.059582996,OUT049,Medium,Tier 1,Supermarket Type1,6008.845,16.359849315068494,Non-Perishables,22,NC
15.599999999999998,Regular,0.098663652,OUT027,Medium,Tier 3,Supermarket Type3,2105.2596,4.0332948717948724,Perishables,36,FD
4.615000000000001,Regular,0.101338651,OUT027,Medium,Tier 3,Supermarket Type3,5359.69,50.40736728060671,Non-Perishables,36,FD
18.75,Low Fat,0.052146456,OUT045,Small,Tier 2,Supermarket Type1,745.696,5.58016,Non-Perishables,19,NC
5.26,Regular,0.041764487,OUT035,Small,Tier 2,Supermarket Type1,3275.736,30.776958174904944,Non-Perishables,17,FD
18.25,Low Fat,0.054344186,OUT045,Small,Tier 2,Supermarket Type1,1701.7848,7.683035616438356,Non-Perishables,19,FD
10.3,Low Fat,0.078362484,OUT027,Medium,Tier 3,Supermarket Type3,6704.606,17.275436893203885,Non-Perishables,36,FD
15.099999999999998,Low Fat,0.052339069,OUT046,Small,Tier 1,Supermarket Type1,4119.9704,16.07623841059603,Perishables,24,FD
15.5,Regular,0.042464962,OUT010,Small,Tier 3,Grocery Store,327.5736,5.264090322580645,Non-Perishables,23,FD
13.650000000000002,Low Fat,0.065732883,OUT049,Medium,Tier 1,Supermarket Type1,780.9834,3.3509304029304023,Non-Perishables,22,FD
16.1,Low Fat,0.023625114,OUT045,Small,Tier 2,Supermarket Type1,3630.6074,11.763018633540373,Non-Perishables,19,DR
5.174999999999999,Regular,0.051643608,OUT019,Small,Tier 1,Grocery Store,317.5866,20.746318840579715,Non-Perishables,36,FD
12.849999999999998,Low Fat,0.165694219,OUT010,Small,Tier 3,Grocery Store,231.6984,3.090770428015565,Non-Perishables,23,FD
9.5,Low Fat,0.041878397,OUT035,Small,Tier 2,Supermarket Type1,133.16,3.4726315789473685,Non-Perishables,17,DR
13.8,Low Fat,0.058091482,OUT035,Small,Tier 2,Supermarket Type1,5650.6446,17.76668115942029,Perishables,17,DR
5.78,Regular,0.0,OUT017,Small,Tier 2,Supermarket Type1,2636.568,45.632664359861586,Non-Perishables,14,FD
